-50.0,384899.0
-48.98989898989899,362229.83327922627
-47.97979797979798,340468.55165366555
-46.96969696969697,319596.6041405793
-45.95959595959596,299595.43975722947
-44.94949494949495,280446.5075208776
-43.93939393939394,262131.2564487853
-42.92929292929293,244631.13555821453
-41.91919191919192,227927.5938664267
-40.90909090909091,212002.08039068367
-39.898989898989896,196836.04414824702
-38.888888888888886,182410.93415637856
-37.878787878787875,168708.1994323399
-36.868686868686865,155709.2889933927
-35.858585858585855,143395.65185679874
-34.848484848484844,131748.73703981965
-33.838383838383834,120749.99355971713
-32.82828282828282,110380.87043375285
-31.818181818181817,100622.81667918856
-30.808080808080806,91457.2813132859
-29.797979797979796,82865.71335330655
-28.787878787878785,74829.5618165122
-27.777777777777775,67330.27572016459
-26.767676767676765,60349.30408152536
-25.757575757575758,53868.09591785625
-24.747474747474747,47868.100246418886
-23.737373737373737,42330.766084474984
-22.727272727272727,37237.542449286244
-21.717171717171716,32569.878358114354
-20.707070707070706,28309.222828220987
-19.696969696969695,24437.024876867847
-18.686868686868685,20934.73352131662
-17.676767676767675,17783.79777882899
-16.666666666666664,14965.66666666666
-15.656565656565654,12461.78920209131
-14.646464646464644,10253.614402364625
-13.636363636363633,8322.591284748303
-12.626262626262623,6650.16886650403
-11.616161616161612,5217.796164893496
-10.606060606060602,4006.922197178391
-9.595959595959592,2998.9959806204024
-8.585858585858581,2175.4665324812213
-7.575757575757571,1517.7828700225364
-6.56565656565656,1007.3940105060376
-5.55555555555555,625.7489711934139
-4.54545454545454,354.2967693463549
-3.5353535353535293,174.48642222654996
-2.525252525252519,67.76694709568858
-1.5151515151515156,15.587361215460401
-0.5050505050505052,-0.6033181524457918
0.5050505050505052,0.6439262536599548
1.5151515151515156,0.7781116954670644
2.525252525252526,-18.751744565335038
3.5353535353535364,-76.49662526705696
4.545454545454547,-191.00751314800922
5.555555555555557,-380.83539094650234
6.5656565656565675,-664.5312414008472
7.575757575757578,-1060.6460472493538
8.585858585858588,-1587.7307912303336
9.595959595959599,-2264.336456082096
10.606060606060609,-3109.0140245429534
11.61616161616162,-4140.314479351214
12.62626262626263,-5376.78880324519
13.63636363636364,-6836.987978963192
14.64646464646465,-8539.462989243528
15.656565656565661,-10502.764816824514
16.66666666666667,-12745.444444444454
17.676767676767682,-15286.052854841662
18.686868686868692,-18143.141030754454
19.696969696969703,-21335.25995492113
20.707070707070713,-24880.96061008001
21.717171717171723,-28798.793978969396
22.727272727272734,-33107.3110443276
23.737373737373744,-37825.06278889294
24.747474747474755,-42970.60019540373
25.757575757575765,-48562.474246598256
26.767676767676775,-54619.235925214845
27.777777777777786,-61159.43621399183
28.787878787878796,-68201.62609566748
29.797979797979806,-75764.35655298013
30.808080808080817,-83866.17856866808
31.818181818181827,-92525.64312546965
32.82828282828284,-101761.30120612314
33.83838383838385,-111591.70379336688
34.84848484848486,-122035.40186993917
35.85858585858587,-133110.94641857833
36.86868686868688,-144836.8884220226
37.87878787878789,-157231.77886301043
38.8888888888889,-170314.16872427997
39.89898989898991,-184102.60898856967
40.90909090909092,-198615.65063861775
41.91919191919193,-213871.84465716255
42.92929292929294,-229889.74202694243
43.93939393939395,-246687.8937306956
44.94949494949496,-264284.8507511605
45.95959595959597,-282699.1640710752
46.96969696969697,-301949.384673178
47.97979797979798,-322054.06354020775
48.98989898989899,-343031.7516549022
50.0,-364901.0
